alpha,beta,avg_survive_time,survive_rate,flag_tp,flag_fp
0.001,1,0.111424,0.108300,0.00,0.00
0.001,2,0.113032,0.109600,0.00,0.00
0.001,3,0.110432,0.107000,0.00,0.00
0.001,5,0.115356,0.112500,0.00,0.00
0.001,10,0.115340,0.112700,0.00,0.00
0.001,20,0.111708,0.107900,0.00,0.00
0.001,50,0.116045,0.113100,0.00,0.00
0.01,1,0.111396,0.108700,0.00,0.00
0.01,2,0.113335,0.110600,0.00,0.00
