Time(ms),Location(m),Speed(m/s)
46200,4157.99,90
46300,4166.99,90
46400,4175.99,90
46500,4184.99,90
46600,4193.99,90
46700,4202.99,90
46800,4211.99,90
46900,4220.99,90
47000,4229.99,90
47100,4238.99,90
47200,4247.99,90
47300,4256.99,90
47400,4265.99,90
47500,4274.99,90
47600,4283.99,90
47700,4292.99,90
47800,4301.99,90
47900,4310.99,90
48000,4319.99,90
48100,4328.99,90
48200,4337.99,90
48300,4346.99,90
48400,4355.99,90
48500,4364.99,90
48600,4373.99,90
48700,4382.99,90
48800,4391.99,90
48900,4400.99,90
49000,4409.99,90
49100,4418.99,90
49200,4427.99,90
49300,4436.99,90
49400,4445.99,90
49500,4454.99,90
49600,4463.99,90
49700,4472.99,90
49800,4481.99,90
49900,4490.99,90
50000,4499.99,90
50100,4508.99,90
50200,4517.99,90
50300,4526.99,90
50400,4535.99,90
50500,4544.99,90
50600,4553.99,90
50700,4562.99,90
50800,4571.99,90
50900,4580.99,90
51000,4589.99,90
51100,4598.99,90
51200,4607.99,90
51300,4616.99,90
51400,4625.99,90
51500,4634.99,90
51600,4643.99,90
51700,4652.99,90
51800,4661.99,90
51900,4670.99,90
52000,4679.99,90
52100,4688.99,90
52200,4697.99,90
52300,4706.99,90
52400,4715.99,90
52500,4724.99,90
52600,4733.99,90
52700,4742.99,90
52800,4751.99,90
52900,4760.99,90
53000,4769.99,90
53100,4778.99,90
53200,4787.99,90
53300,4796.99,90
53400,4805.99,90
53500,4814.99,90
53600,4823.99,90
53700,4832.99,90
53800,4841.99,90
53900,4850.99,90
54000,4859.99,90
54100,4868.99,90
54200,4877.99,90
54300,4886.99,90
54400,4895.99,90
54500,4904.99,90
54600,4913.99,90
54700,4922.99,90
54800,4931.99,90
54900,4940.99,90
55000,4949.99,90
55100,4958.99,90
55200,4967.99,90
55300,4976.99,90
55400,4985.99,90
55500,4994.99,90
55600,5003.99,90
55700,5012.99,90
55800,5021.99,90
55900,5030.99,90
56000,5039.99,90
56100,5048.99,90
56200,5057.99,90
56300,5066.99,90
56400,5075.99,90
56500,5084.99,90
56600,5093.99,90
56700,5102.99,90
56800,5111.99,90
56900,5120.99,90
57000,5129.99,90
57100,5138.99,90
57200,5147.99,90
57300,5156.99,90
57400,5165.99,90
57500,5174.99,90
57600,5183.99,90
57700,5192.99,90
57800,5201.99,90
57900,5210.99,90
58000,5219.99,90
58100,5228.99,90
58200,5237.99,90
58300,5246.99,90
58400,5255.99,90
58500,5264.99,90
58600,5273.99,90
58700,5282.99,90
58800,5291.99,90
58900,5300.99,90
59000,5309.99,90
59100,5318.99,90
59200,5327.99,90
59300,5336.99,90
59400,5345.99,90
59500,5354.99,90
59600,5363.99,90
59700,5372.99,90
59800,5381.99,90
59900,5390.99,90
60000,5399.99,90
60100,5408.99,90
60200,5417.99,90
60300,5426.99,90
60400,5435.99,90
60500,5444.99,90
60600,5453.99,90
60700,5462.99,90
60800,5471.99,90
60900,5480.99,90
61000,5489.99,90
61100,5498.99,90
61200,5507.99,90
61300,5516.99,90
61400,5525.99,90
61500,5534.99,90
61600,5543.99,90
61700,5552.99,90
61800,5561.99,90
61900,5570.99,90
62000,5579.99,90
62100,5588.99,90
62200,5597.99,90
62300,5606.99,90
62400,5615.99,90
62500,5624.99,90
62600,5633.99,90
62700,5642.99,90
62800,5651.99,90
62900,5660.99,90
63000,5669.99,90
63100,5678.99,90
63200,5687.99,90
63300,5696.99,90
63400,5705.99,90
63500,5714.99,90
63600,5723.99,90
63700,5732.99,90
63800,5741.99,90
63900,5750.99,90
64000,5759.99,90
64100,5768.99,90
64200,5777.99,90
64300,5786.99,90
64400,5795.99,90
64500,5804.99,90
64600,5813.99,90
64700,5822.99,90
64800,5831.99,90
64900,5840.99,90
65000,5849.99,90
65100,5858.99,90
65200,5867.99,90
65300,5876.99,90
65400,5885.99,90
65500,5894.99,90
65600,5903.99,90
65700,5912.99,90
65800,5921.99,90
65900,5930.99,90
66000,5939.99,90
66100,5948.99,90
66200,5957.99,90
66300,5966.99,90
66400,5975.99,90
66500,5984.99,90
66600,5993.99,90
66700,6002.99,90
66800,6011.99,90
66900,6020.99,90
67000,6029.99,90
67100,6038.99,90
67200,6047.99,90
67300,6056.99,90
67400,6065.99,90
67500,6074.99,90
67600,6083.99,90
67700,6092.99,90
67800,6101.99,90
67900,6110.99,90
68000,6119.99,90
68100,6128.99,90
68200,6137.99,90
68300,6146.99,90
68400,6155.99,90
68500,6164.99,90
68600,6173.99,90
68700,6182.99,90
68800,6191.99,90
68900,6200.99,90
69000,6209.99,90
69100,6218.99,90
69200,6227.99,90
69300,6236.99,90
69400,6245.99,90
69500,6254.99,90
69600,6263.99,90
69700,6272.99,89.94
69800,6281.98,89.88
69900,6290.97,89.82
70000,6299.95,89.76
70100,6308.92,89.7
70200,6317.89,89.64
70300,6326.85,89.58
70400,6335.8,89.52
70500,6344.75,89.46
70600,6353.69,89.4
70700,6362.64,89.46
70800,6371.59,89.52
70900,6380.54,89.58
71000,6389.5,89.64
71100,6398.47,89.7
71200,6407.44,89.76
71300,6416.42,89.82
71400,6425.41,89.88
71500,6434.4,89.94
71600,6443.39,90
71700,6452.39,89.94
71800,6461.38,89.88
71900,6470.37,89.82
72000,6479.35,89.76
72100,6488.32,89.7
72200,6497.29,89.64
72300,6506.25,89.58
72400,6515.2,89.52
72500,6524.15,89.46
72600,6533.09,89.4
72700,6542.03,89.34
72800,6550.96,89.28
72900,6559.89,89.22
73000,6568.81,89.16
73100,6577.72,89.1
73200,6586.63,89.04
73300,6595.53,88.98
73400,6604.42,88.92
73500,6613.31,88.86
73600,6622.19,88.8
73700,6631.07,88.74
73800,6639.94,88.68
73900,6648.81,88.62
74000,6657.67,88.56
74100,6666.52,88.5
74200,6675.37,88.44
74300,6684.21,88.38
74400,6693.04,88.32
74500,6701.87,88.26
74600,6710.69,88.2
74700,6719.51,88.14
74800,6728.32,88.08
74900,6737.13,88.02
75000,6745.93,87.96
75100,6754.72,87.9
75200,6763.51,87.84
75300,6772.29,87.78
75400,6781.06,87.72
75500,6789.83,87.66
75600,6798.59,87.6
75700,6807.36,87.66
75800,6816.13,87.72
75900,6824.9,87.78
76000,6833.68,87.84
76100,6842.47,87.9
76200,6851.26,87.84
76300,6860.04,87.78
76400,6868.81,87.72
76500,6877.58,87.66
76600,6886.34,87.6
76700,6895.1,87.54
76800,6903.85,87.48
76900,6912.6,87.42
77000,6921.34,87.36
77100,6930.07,87.3
77200,6938.8,87.24
77300,6947.52,87.18
77400,6956.23,87.12
77500,6964.94,87.06
77600,6973.64,87
77700,6982.34,86.94
77800,6991.03,86.88
77900,6999.72,86.82
78000,7008.4,86.76
78100,7017.07,86.7
78200,7025.74,86.64
78300,7034.4,86.58
78400,7043.05,86.52
78500,7051.7,86.46
78600,7060.34,86.4
78700,7068.98,86.34
78800,7077.61,86.28
78900,7086.24,86.22
79000,7094.86,86.16
79100,7103.47,86.1
79200,7112.08,86.04
79300,7120.68,85.98
79400,7129.27,85.92
79500,7137.86,85.86
79600,7146.44,85.8
79700,7155.02,85.74
79800,7163.59,85.68
79900,7172.16,85.62
80000,7180.72,85.56
80100,7189.27,85.5
80200,7197.82,85.44
80300,7206.36,85.38
80400,7214.89,85.32
80500,7223.42,85.26
80600,7231.94,85.2
80700,7240.46,85.14
80800,7248.97,85.08
80900,7257.48,85.02
81000,7265.98,84.96
81100,7274.47,84.9
81200,7282.96,84.84
81300,7291.44,84.78
81400,7299.91,84.72
81500,7308.38,84.66
81600,7316.84,84.6
81700,7325.3,84.54
81800,7333.75,84.48
81900,7342.2,84.42
82000,7350.64,84.36
82100,7359.07,84.3
82200,7367.5,84.24
82300,7375.92,84.18
82400,7384.33,84.12
82500,7392.74,84.06
82600,7401.14,84
82700,7409.54,83.94
82800,7417.93,83.88
82900,7426.32,83.82
83000,7434.7,83.76
83100,7443.07,83.7
83200,7451.44,83.64
83300,7459.8,83.58
83400,7468.15,83.52
83500,7476.5,83.46
83600,7484.84,83.4
83700,7493.18,83.34
83800,7501.51,83.28
83900,7509.84,83.22
84000,7518.16,83.16
84100,7526.47,83.1
84200,7534.78,83.04
84300,7543.08,82.98
84400,7551.37,82.92
84500,7559.66,82.86
84600,7567.94,82.8
84700,7576.22,82.74
84800,7584.49,82.68
84900,7592.76,82.62
85000,7601.02,82.56
85100,7609.27,82.5
85200,7617.52,82.44
85300,7625.76,82.38
85400,7633.99,82.32
85500,7642.22,82.26
85600,7650.44,82.2
85700,7658.66,82.14
85800,7666.87,82.08
85900,7675.08,82.02
86000,7683.28,81.96
86100,7691.47,81.9
86200,7699.66,81.84
86300,7707.84,81.78
86400,7716.01,81.72
86500,7724.18,81.66
86600,7732.34,81.6
86700,7740.5,81.54
86800,7748.65,81.48
86900,7756.8,81.42
87000,7764.94,81.36
87100,7773.07,81.3
87200,7781.2,81.24
87300,7789.32,81.18
87400,7797.43,81.12
87500,7805.54,81.06
87600,7813.64,81
87700,7821.74,80.94
87800,7829.83,80.88
87900,7837.92,80.82
88000,7846,80.76
88100,7854.07,80.7
88200,7862.14,80.64
88300,7870.2,80.58
88400,7878.25,80.52
88500,7886.3,80.46
88600,7894.34,80.4
88700,7902.38,80.34
88800,7910.41,80.28
88900,7918.44,80.22
89000,7926.46,80.16
89100,7934.47,80.1
89200,7942.48,80.04
89300,7950.48,79.98
89400,7958.47,79.92
89500,7966.46,79.86
89600,7974.44,79.8
89700,7982.42,79.74
89800,7990.39,79.68
89900,7998.36,79.62
90000,8006.32,79.56
90100,8014.27,79.5
90200,8022.22,79.44
90300,8030.16,79.38
90400,8038.09,79.32
90500,8046.02,79.26
90600,8053.94,79.2
90700,8061.86,79.14
90800,8069.77,79.08
90900,8077.68,79.02
91000,8085.58,78.96
91100,8093.47,78.9
91200,8101.36,78.84
91300,8109.24,78.78
91400,8117.11,78.72
91500,8124.98,78.66
91600,8132.84,78.6
91700,8140.7,78.54
91800,8148.55,78.48
91900,8156.4,78.42
92000,8164.24,78.36
92100,8172.07,78.3
92200,8179.9,78.24
92300,8187.72,78.18
92400,8195.53,78.12
92500,8203.34,78.06
92600,8211.14,78
92700,8218.94,77.94
92800,8226.73,77.88
92900,8234.52,77.82
93000,8242.3,77.76
93100,8250.07,77.7
93200,8257.84,77.64
93300,8265.6,77.58
93400,8273.35,77.52
93500,8281.1,77.46
93600,8288.84,77.4
93700,8296.58,77.34
93800,8304.31,77.28
93900,8312.04,77.22
94000,8319.76,77.16
94100,8327.47,77.1
94200,8335.18,77.04
94300,8342.88,76.98
94400,8350.57,76.92
94500,8358.26,76.86
94600,8365.94,76.8
94700,8373.62,76.74
94800,8381.29,76.68
94900,8388.96,76.62
95000,8396.62,76.56
95100,8404.27,76.5
95200,8411.92,76.44
95300,8419.56,76.38
95400,8427.19,76.32
95500,8434.82,76.26
95600,8442.44,76.2
95700,8450.06,76.14
95800,8457.67,76.08
95900,8465.28,76.02
96000,8472.88,75.96
96100,8480.47,75.9
96200,8488.06,75.84
96300,8495.64,75.78
96400,8503.21,75.72
96500,8510.78,75.66
96600,8518.34,75.6
96700,8525.9,75.54
96800,8533.45,75.48
96900,8541,75.42
97000,8548.54,75.36
97100,8556.07,75.3
97200,8563.6,75.24
97300,8571.12,75.18
97400,8578.63,75.12
97500,8586.14,75.06
97600,8593.64,75
97700,8601.14,74.94
97800,8608.63,74.88
97900,8616.12,74.82
98000,8623.6,74.76
98100,8631.07,74.7
98200,8638.54,74.64
98300,8646,74.58
98400,8653.45,74.52
98500,8660.9,74.46
98600,8668.34,74.4
98700,8675.78,74.34
98800,8683.21,74.28
98900,8690.64,74.22
99000,8698.06,74.16
99100,8705.47,74.1
99200,8712.88,74.04
99300,8720.28,73.98
99400,8727.67,73.92
99500,8735.06,73.86
99600,8742.44,73.8
99700,8749.82,73.74
99800,8757.19,73.68
99900,8764.56,73.62
100000,8771.92,73.56
100100,8779.27,73.5
100200,8786.62,73.44
100300,8793.96,73.38
100400,8801.29,73.32
100500,8808.62,73.26
100600,8815.94,73.2
100700,8823.26,73.14
100800,8830.57,73.08
100900,8837.88,73.02
101000,8845.18,72.96
101100,8852.47,72.9
101200,8859.76,72.84
101300,8867.04,72.78
101400,8874.31,72.72
101500,8881.58,72.66
101600,8888.84,72.6
101700,8896.1,72.54
101800,8903.35,72.48
101900,8910.6,72.42
102000,8917.84,72.36
102100,8925.07,72.3
102200,8932.3,72.24
102300,8939.52,72.18
102400,8946.73,72.12
102500,8953.94,72.06
102600,8961.14,72
102700,8968.34,71.94
102800,8975.53,71.88
102900,8982.72,71.82
103000,8989.9,71.76
103100,8997.07,71.7
103200,9004.24,71.64
103300,9011.4,71.58
103400,9018.55,71.52
103500,9025.7,71.46
103600,9032.84,71.4
103700,9039.98,71.34
103800,9047.11,71.28
103900,9054.24,71.22
104000,9061.36,71.16
104100,9068.47,71.1
104200,9075.58,71.04
104300,9082.68,70.98
104400,9089.77,70.92
104500,9096.86,70.86
104600,9103.94,70.8
104700,9111.02,70.74
104800,9118.09,70.68
104900,9125.16,70.62
105000,9132.22,70.56
105100,9139.27,70.5
105200,9146.32,70.44
105300,9153.36,70.38
105400,9160.39,70.32
105500,9167.42,70.26
105600,9174.44,70.2
105700,9181.46,70.14
105800,9188.47,70.08
105900,9195.48,70.02
106000,9202.48,69.96
106100,9209.47,69.9
106200,9216.46,69.84
106300,9223.44,69.78
106400,9230.41,69.72
106500,9237.38,69.66
106600,9244.34,69.6
106700,9251.3,69.54
106800,9258.25,69.48
106900,9265.2,69.42
107000,9272.14,69.36
107100,9279.07,69.3
107200,9286,69.24
107300,9292.92,69.18
107400,9299.83,69.12
107500,9306.74,69.06
107600,9313.64,69
107700,9320.54,68.94
107800,9327.43,68.88
107900,9334.32,68.82
108000,9341.2,68.76
108100,9348.07,68.7
108200,9354.94,68.64
108300,9361.8,68.58
108400,9368.65,68.52
108500,9375.5,68.46
108600,9382.34,68.4
108700,9389.18,68.34
108800,9396.01,68.28
108900,9402.84,68.22
109000,9409.66,68.16
109100,9416.47,68.1
109200,9423.28,68.04
109300,9430.08,67.98
109400,9436.87,67.92
109500,9443.66,67.86
109600,9450.44,67.8
109700,9457.22,67.74
109800,9463.99,67.68
109900,9470.76,67.62
110000,9477.52,67.56
110100,9484.27,67.5
110200,9491.02,67.44
110300,9497.76,67.38
110400,9504.49,67.32
110500,9511.22,67.26
110600,9517.94,67.2
110700,9524.66,67.14
110800,9531.37,67.08
110900,9538.08,67.02
111000,9544.78,66.96
111100,9551.47,66.9
111200,9558.16,66.84
111300,9564.84,66.78
111400,9571.51,66.72
111500,9578.18,66.66
111600,9584.84,66.6
111700,9591.5,66.54
111800,9598.15,66.48
111900,9604.8,66.42
112000,9611.44,66.36
112100,9618.07,66.3
112200,9624.7,66.24
112300,9631.32,66.18
112400,9637.93,66.12
112500,9644.54,66.06
112600,9651.14,66
112700,9657.74,65.94
112800,9664.33,65.88
112900,9670.92,65.82
113000,9677.5,65.76
113100,9684.07,65.7
113200,9690.64,65.64
113300,9697.2,65.58
113400,9703.75,65.52
113500,9710.3,65.46
113600,9716.84,65.4
113700,9723.38,65.34
113800,9729.91,65.28
113900,9736.44,65.22
114000,9742.96,65.16
114100,9749.47,65.1
114200,9755.98,65.04
114300,9762.48,64.98
114400,9768.97,64.92
114500,9775.46,64.86
114600,9781.94,64.8
114700,9788.42,64.74
114800,9794.89,64.68
114900,9801.36,64.62
115000,9807.82,64.56
115100,9814.27,64.5
115200,9820.72,64.44
115300,9827.16,64.38
115400,9833.59,64.32
115500,9840.02,64.26
115600,9846.44,64.2
115700,9852.86,64.14
115800,9859.27,64.08
115900,9865.68,64.02
116000,9872.08,63.96
116100,9878.47,63.9
116200,9884.86,63.84
116300,9891.24,63.78
116400,9897.61,63.72
116500,9903.98,63.66
116600,9910.34,63.6
116700,9916.7,63.54
116800,9923.05,63.48
116900,9929.4,63.42
117000,9935.74,63.36
117100,9942.07,63.3
117200,9948.4,63.24
117300,9954.72,63.18
117400,9961.03,63.12
117500,9967.34,63.06
117600,9973.64,63
117700,9979.94,62.94
117800,9986.23,62.88
117900,9992.52,62.82
118000,9998.8,62.76
118100,10005.1,62.7
118200,10011.3,62.64
118300,10017.6,62.58
118400,10023.9,62.52
118500,10030.1,62.46
118600,10036.3,62.4
118700,10042.6,62.34
118800,10048.8,62.28
118900,10055,62.22
119000,10061.3,62.16
119100,10067.5,62.1
119200,10073.7,62.04
119300,10079.9,61.98
119400,10086.1,61.92
119500,10092.3,61.86
119600,10098.4,61.8
119700,10104.6,61.74
119800,10110.8,61.68
119900,10117,61.62
120000,10123.1,61.56
120100,10129.3,61.5
120200,10135.4,61.44
120300,10141.6,61.38
120400,10147.7,61.32
120500,10153.8,61.26
120600,10159.9,61.2
120700,10166.1,61.14
120800,10172.2,61.08
120900,10178.3,61.02
121000,10184.4,60.96
121100,10190.5,60.9
121200,10196.6,60.84
121300,10202.6,60.78
121400,10208.7,60.72
121500,10214.8,60.66
121600,10220.8,60.6
121700,10226.9,60.54
121800,10233,60.48
121900,10239,60.42
122000,10245,60.36
122100,10251.1,60.3
122200,10257.1,60.24
122300,10263.1,60.18
122400,10269.1,60.12
122500,10275.1,60.06
122600,10281.1,60
122700,10287.1,59.94
122800,10293.1,59.88
122900,10299.1,59.82
123000,10305.1,59.76
123100,10311.1,59.7
123200,10317,59.64
123300,10323,59.58
123400,10329,59.52
123500,10334.9,59.46
123600,10340.8,59.4
123700,10346.8,59.34
123800,10352.7,59.28
123900,10358.6,59.22
124000,10364.6,59.16
124100,10370.5,59.1
124200,10376.4,59.04
124300,10382.3,58.98
124400,10388.2,58.92
124500,10394.1,58.86
124600,10399.9,58.8
124700,10405.8,58.74
124800,10411.7,58.68
124900,10417.6,58.62
125000,10423.4,58.56
125100,10429.3,58.5
125200,10435.1,58.44
125300,10441,58.38
125400,10446.8,58.32
125500,10452.6,58.26
125600,10458.4,58.2
125700,10464.3,58.14
125800,10470.1,58.08
125900,10475.9,58.02
126000,10481.7,57.96
126100,10487.5,57.9
126200,10493.3,57.84
126300,10499,57.78
126400,10504.8,57.72
126500,10510.6,57.66
126600,10516.3,57.6
126700,10522.1,57.54
126800,10527.9,57.48
126900,10533.6,57.42
127000,10539.3,57.36
127100,10545.1,57.3
127200,10550.8,57.24
127300,10556.5,57.18
127400,10562.2,57.12
127500,10567.9,57.06
127600,10573.6,57
127700,10579.3,56.94
127800,10585,56.88
127900,10590.7,56.82
128000,10596.4,56.76
128100,10602.1,56.7
128200,10607.7,56.64
128300,10613.4,56.58
128400,10619.1,56.52
128500,10624.7,56.46
128600,10630.3,56.4
128700,10636,56.34
128800,10641.6,56.28
128900,10647.2,56.22
129000,10652.9,56.16
129100,10658.5,56.1
129200,10664.1,56.04
129300,10669.7,55.98
129400,10675.3,55.92
129500,10680.9,55.86
129600,10686.4,55.8
129700,10692,55.74
129800,10697.6,55.68
129900,10703.2,55.62
130000,10708.7,55.56
130100,10714.3,55.5
130200,10719.8,55.44
130300,10725.4,55.38
130400,10730.9,55.32
130500,10736.4,55.26
130600,10741.9,55.2
130700,10747.5,55.26
130800,10753,55.32
130900,10758.5,55.38
131000,10764.1,55.44
131100,10769.6,55.5
131200,10775.2,55.44
131300,10780.7,55.38
131400,10786.2,55.32
131500,10791.8,55.26
131600,10797.3,55.2
131700,10802.8,55.14
131800,10808.3,55.08
131900,10813.8,55.02
132000,10819.3,54.96
132100,10824.8,54.9
132200,10830.3,54.84
132300,10835.8,54.78
132400,10841.3,54.72
132500,10846.7,54.66
132600,10852.2,54.6
132700,10857.7,54.54
132800,10863.1,54.48
132900,10868.5,54.42
133000,10874,54.36
